amb_municipio,municipio,colectividad,codpar,nombre_partido,votos_ca_partido,votos_ca_candidatos,votos_se,ratio_arrastre
0700043,CERINZA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,124,83,229.0,1.846774193548387
0700013,BELEN,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,319,218,585.0,1.8338557993730407
0700019,BETEITIVA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,90,66,165.0,1.8333333333333333
0700010,ARCABUCO,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,234,176,427.0,1.8247863247863247
0700121,JENESANO,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,284,191,510.0,1.795774647887324
0700136,LA UVITA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,188,138,334.0,1.7765957446808511
0700259,SATIVANORTE,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,150,114,264.0,1.76
0700184,PAJARITO,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,117,68,201.0,1.7179487179487178
0700253,SANTA ROSA DE VITERBO,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,611,479,1029.0,1.6841243862520459
0700109,GUAYATA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,252,201,420.0,1.6666666666666667
0700322,TOTA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,143,119,237.0,1.6573426573426573
0700025,BOYACA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,113,78,187.0,1.654867256637168
0700268,SOATA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,607,424,1001.0,1.6490939044481054
0700139,VILLA DE LEIVA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,871,545,1428.0,1.6394948335246842
0700079,DUITAMA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,5593,3654,9111.0,1.6290005363847666
0700298,TASCO,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,333,260,536.0,1.6096096096096095
0700060,CUCAITA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,82,66,131.0,1.5975609756097562
0700181,PAIPA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,1749,1367,2771.0,1.584333905088622
0700281,SORA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,132,107,206.0,1.5606060606060606
0700199,PAZ DE RIO,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,176,142,274.0,1.5568181818181819
0700178,PACHAVITA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,178,115,274.0,1.5393258426966292
0700232,SACHICA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,186,146,284.0,1.5268817204301075
0700179,PAEZ,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,279,207,425.0,1.5232974910394266
0700154,MONGUA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,566,425,861.0,1.5212014134275618
0700061,CUITIVA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,146,115,218.0,1.4931506849315068
0700262,SATIVASUR,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,63,57,94.0,1.492063492063492
0700277,SOGAMOSO,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,5415,3697,8062.0,1.4888273314866112
0700282,SORACA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,200,150,297.0,1.485
0700169,NUEVO COLON,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,120,73,177.0,1.475
0700073,CHITA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,549,305,801.0,1.459016393442623
0700157,MONGUI,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,235,151,340.0,1.446808510638298
0700112,GUICAN,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,207,152,293.0,1.4154589371980677
0700007,ALMEIDA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,67,53,93.0,1.3880597014925373
0700068,CHIQUIZA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,43,31,59.0,1.372093023255814
0700001,TUNJA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,7735,5595,10610.0,1.3716871363930188
0700337,VENTAQUEMADA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,475,366,644.0,1.3557894736842104
0700088,FIRAVITOBA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,255,190,344.0,1.3490196078431373
0700142,MACANAL,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,215,124,287.0,1.3348837209302327
0700340,VIRACACHA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,132,114,175.0,1.3257575757575757
0700238,SAN JOSE DE PARE,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,452,398,595.0,1.3163716814159292
0700059,CUBARA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,91,60,119.0,1.3076923076923077
0700160,MONIQUIRA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,1311,929,1705.0,1.3005339435545384
0700022,BOAVITA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,438,331,548.0,1.2511415525114156
0700311,TIPACOQUE,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,265,217,331.0,1.2490566037735849
0700248,SAN MIGUEL DE SEMA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,145,101,177.0,1.2206896551724138
0700103,GUACAMAYAS,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,151,98,178.0,1.1788079470198676
0700226,SABOYA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,505,365,593.0,1.1742574257425742
0700310,TINJACA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,257,196,301.0,1.171206225680934
0700130,LA CAPILLA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,181,141,211.0,1.1657458563535912
0700280,SOMONDOCO,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,153,107,177.0,1.1568627450980393
0700237,SAN EDUARDO,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,110,91,124.0,1.1272727272727272
0700094,GACHANTIVA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,202,165,226.0,1.118811881188119
0700292,SUTATENZA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,202,162,224.0,1.108910891089109
0700325,TURMEQUE,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,158,111,172.0,1.0886075949367089
0700220,RAQUIRA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,390,286,418.0,1.0717948717948718
0700187,PANQUEBA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,237,170,253.0,1.0675105485232068
0700085,EL ESPINO,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,486,411,498.0,1.0246913580246915
0700028,BRICEÑO,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,238,196,243.0,1.0210084033613445
0700265,SIACHOQUE,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,392,321,398.0,1.0153061224489797
0700324,TUNUNGUA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,80,70,76.0,0.95
0700076,CHITARAQUE,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,756,677,694.0,0.917989417989418
0700106,GUATEQUE,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,674,601,601.0,0.8916913946587537
0700067,CHIQUINQUIRA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,4624,3982,4031.0,0.8717560553633218
0700078,CHIVOR,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,315,288,264.0,0.8380952380952381
0700316,TOGUI,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,423,340,346.0,0.817966903073286
0700249,SAN PABLO DE BORBUR,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,1167,1051,941.0,0.8063410454155956
0700190,PAUNA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,1166,1060,937.0,0.8036020583190394
0700176,OTANCHE,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,1121,1004,858.0,0.7653880463871543
0700052,COPER,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,331,290,249.0,0.7522658610271903
0700250,SANTANA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,701,619,471.0,0.6718972895863052
0700031,BUENAVISTA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,607,537,405.0,0.6672158154859967
0700173,OICATA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,400,360,254.0,0.635
0700214,PUERTO BOYACA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,6503,5963,4110.0,0.6320159926187914
0700037,CALDAS,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,292,253,183.0,0.6267123287671232
0700215,QUIPAMA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,780,689,484.0,0.6205128205128205
0700163,MUZO,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,1121,1063,654.0,0.5834076717216771
0700148,MARIPI,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,1627,1586,554.0,0.3405039950829748
0700137,LA VICTORIA,CENTRO DEMOCRATICO,10,PARTIDO CENTRO DEMOCRÁTICO,221,202,69.0,0.31221719457013575
0700235,SAMACA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,223,201,436.0,1.9551569506726458
0700068,CHIQUIZA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,34,31,57.0,1.6764705882352942
0700059,CUBARA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,44,38,73.0,1.6590909090909092
0700322,TOTA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,65,61,104.0,1.6
0700070,CHISCAS,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,10,7,13.0,1.3
0700091,FLORESTA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,73,67,91.5,1.2534246575342465
0700043,CERINZA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,156,148,182.0,1.1666666666666667
0700253,SANTA ROSA DE VITERBO,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,408,372,456.5,1.1188725490196079
0700214,PUERTO BOYACA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,566,488,582.5,1.0291519434628975
0700202,PESCA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,147,140,150.5,1.0238095238095237
0700049,COMBITA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,343,326,349.0,1.0174927113702623
0700311,TIPACOQUE,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,41,35,41.5,1.0121951219512195
0700277,SOGAMOSO,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,4256,3806,4278.5,1.0052866541353382
0700316,TOGUI,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,149,129,143.5,0.9630872483221476
0700010,ARCABUCO,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,251,227,230.0,0.9163346613545816
0700151,MIRAFLORES,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,128,113,113.0,0.8828125
0700058,COVARACHIA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,90,85,78.5,0.8722222222222222
0700088,FIRAVITOBA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,220,202,191.0,0.8681818181818182
0700013,BELEN,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,266,238,228.5,0.8590225563909775
0700166,NOBSA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,593,559,502.0,0.8465430016863407
0700022,BOAVITA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,230,202,194.0,0.8434782608695652
0700292,SUTATENZA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,701,663,586.0,0.8359486447931527
0700268,SOATA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,324,301,269.5,0.8317901234567902
0700199,PAZ DE RIO,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,53,48,43.5,0.8207547169811321
0700187,PANQUEBA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,40,35,32.0,0.8
0700106,GUATEQUE,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,547,522,433.5,0.7925045703839122
0700181,PAIPA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,1488,1343,1123.0,0.7547043010752689
0700250,SANTANA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,237,213,168.5,0.7109704641350211
0700139,VILLA DE LEIVA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,469,408,333.0,0.7100213219616205
0700016,BERBEO,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,20,18,14.0,0.7
0700256,SANTA SOFIA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,95,83,66.0,0.6947368421052632
0700237,SAN EDUARDO,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,39,37,27.0,0.6923076923076923
0700008,AQUITANIA (PUEBLOVIEJO),CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,669,576,461.5,0.6898355754857997
0700190,PAUNA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,267,230,183.5,0.6872659176029963
0700280,SOMONDOCO,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,216,174,147.5,0.6828703703703703
0700324,TUNUNGUA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,32,30,21.5,0.671875
0700161,MOTAVITA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,219,207,146.5,0.6689497716894978
0700325,TURMEQUE,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,97,85,64.0,0.6597938144329897
0700184,PAJARITO,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,60,57,39.0,0.65
0700262,SATIVASUR,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,70,70,45.0,0.6428571428571429
0700034,BUSBANZA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,68,68,43.0,0.6323529411764706
0700259,SATIVANORTE,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,96,89,60.5,0.6302083333333334
0700076,CHITARAQUE,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,52,42,32.5,0.625
0700121,JENESANO,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,138,120,84.0,0.6086956521739131
0700238,SAN JOSE DE PARE,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,80,74,48.0,0.6
0700248,SAN MIGUEL DE SEMA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,239,214,142.0,0.5941422594142259
0700094,GACHANTIVA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,98,88,58.0,0.5918367346938775
0700179,PAEZ,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,51,46,29.5,0.5784313725490197
0700160,MONIQUIRA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,907,797,522.0,0.5755237045203969
0700226,SABOYA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,1266,1178,723.0,0.5710900473933649
0700340,VIRACACHA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,174,160,97.0,0.5574712643678161
0700205,PISBA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,108,105,59.5,0.5509259259259259
0700060,CUCAITA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,221,209,121.5,0.5497737556561086
0700346,ZETAQUIRA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,113,105,62.0,0.5486725663716814
0700220,RAQUIRA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,200,183,109.0,0.545
0700025,BOYACA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,92,84,50.0,0.5434782608695652
0700118,IZA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,201,190,108.5,0.5398009950248757
0700223,RONDON,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,76,71,40.5,0.5328947368421053
0700031,BUENAVISTA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,451,426,239.0,0.5299334811529933
0700319,TOPAGA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,693,666,366.5,0.5288600288600288
0700079,DUITAMA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,5582,5112,2940.5,0.5267825152275171
0700085,EL ESPINO,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,122,116,63.5,0.5204918032786885
0700078,CHIVOR,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,191,183,99.0,0.518324607329843
0700298,TASCO,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,115,100,58.0,0.5043478260869565
0700286,SUSACON,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,82,77,40.0,0.4878048780487805
0700103,GUACAMAYAS,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,153,144,73.0,0.477124183006536
0700334,UMBITA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,717,691,342.0,0.4769874476987448
0700169,NUEVO COLON,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,194,186,92.5,0.47680412371134023
0700127,LABRANZAGRANDE,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,83,80,39.5,0.4759036144578313
0700136,LA UVITA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,201,191,95.0,0.472636815920398
0700055,CORRALES,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,261,246,121.5,0.46551724137931033
0700281,SORA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,93,87,43.0,0.46236559139784944
0700073,CHITA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,325,275,149.5,0.46
0700001,TUNJA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,10081,9451,4610.5,0.45734550143834934
0700067,CHIQUINQUIRA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,2497,2339,1128.0,0.4517420905086103
0700271,SOCOTA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,117,97,52.5,0.44871794871794873
0700289,SUTAMARCHAN,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,178,168,79.5,0.44662921348314605
0700061,CUITIVA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,98,91,43.5,0.44387755102040816
0700241,SAN LUIS DE GACENO,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,995,957,432.0,0.43417085427135677
0700232,SACHICA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,104,98,45.0,0.4326923076923077
0700173,OICATA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,199,189,83.5,0.41959798994974873
0700301,TENZA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,198,184,83.0,0.41919191919191917
0700052,COPER,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,345,334,144.5,0.41884057971014493
0700193,PAYA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,40,39,16.5,0.4125
0700109,GUAYATA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,847,809,342.0,0.4037780401416765
0700064,CHINAVITA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,187,174,75.0,0.40106951871657753
0700154,MONGUA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,398,376,159.5,0.4007537688442211
0700283,SOTAQUIRA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,439,412,174.5,0.39749430523917995
0700112,GUICAN,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,209,195,82.5,0.39473684210526316
0700331,TUTAZA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,92,90,36.0,0.391304347826087
0700040,CAMPOHERMOSO,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,284,278,111.0,0.3908450704225352
0700007,ALMEIDA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,178,171,69.5,0.3904494382022472
0700046,CIENEGA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,544,513,208.0,0.38235294117647056
0700097,GAMEZA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,449,428,171.5,0.3819599109131403
0700282,SORACA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,664,629,252.5,0.3802710843373494
0700077,CHIVATA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,524,503,197.0,0.37595419847328243
0700082,EL COCUY,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,132,124,49.0,0.3712121212121212
