amb_municipio,municipio,colectividad,codpar,nombre_partido,votos_ca_partido,votos_ca_candidatos,votos_se,ratio_arrastre
0700124,JERICO,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,421,381,153.0,0.36342042755344417
0700310,TINJACA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,312,298,109.5,0.35096153846153844
0700304,TIBANA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,228,207,77.0,0.33771929824561403
0700274,SOCHA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,178,164,58.5,0.32865168539325845
0700130,LA CAPILLA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,277,266,90.5,0.3267148014440433
0700337,VENTAQUEMADA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,1199,1148,385.5,0.32151793160967473
0700100,GARAGOA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,2018,1953,632.0,0.313181367690783
0700307,TIBASOSA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,1887,1832,584.5,0.3097509273979862
0700249,SAN PABLO DE BORBUR,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,700,666,214.0,0.3057142857142857
0700251,SANTA MARIA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,560,541,170.5,0.3044642857142857
0700157,MONGUI,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,584,555,177.0,0.3030821917808219
0700019,BETEITIVA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,165,159,50.0,0.30303030303030304
0700265,SIACHOQUE,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,497,469,147.5,0.29678068410462777
0700217,RAMIRIQUI,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,836,794,247.5,0.29605263157894735
0700313,TOCA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,647,624,191.5,0.29598145285935085
0700328,TUTA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,2151,2097,619.5,0.2880055788005579
0700176,OTANCHE,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,822,796,235.5,0.2864963503649635
0700215,QUIPAMA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,573,547,161.5,0.28184991273996507
0700037,CALDAS,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,172,160,46.0,0.26744186046511625
0700178,PACHAVITA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,174,163,45.5,0.2614942528735632
0700137,LA VICTORIA,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,92,92,24.0,0.2608695652173913
0700148,MARIPI,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,497,476,119.5,0.24044265593561368
0700142,MACANAL,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,548,500,113.5,0.2071167883211679
0700247,SAN MATEO,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,448,430,91.5,0.20424107142857142
0700163,MUZO,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,1079,1042,215.5,0.19972196478220575
0700028,BRICEÑO,CONSERVADOR-SALV NACIONAL,121,PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,233,220,39.0,0.16738197424892703
0700052,COPER,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,32,28,244.0,7.625
0700215,QUIPAMA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,82,75,284.0,3.4634146341463414
0700163,MUZO,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,55,51,187.0,3.4
0700334,UMBITA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,100,95,327.0,3.27
0700064,CHINAVITA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,34,32,103.0,3.0294117647058822
0700238,SAN JOSE DE PARE,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,60,56,175.0,2.9166666666666665
0700043,CERINZA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,34,33,82.0,2.411764705882353
0700178,PACHAVITA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,35,33,83.0,2.3714285714285714
0700250,SANTANA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,132,124,290.0,2.196969696969697
0700247,SAN MATEO,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,114,111,229.0,2.008771929824561
0700310,TINJACA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,33,32,66.0,2.0
0700076,CHITARAQUE,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,100,93,194.0,1.94
0700283,SOTAQUIRA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,72,66,136.0,1.8888888888888888
0700262,SATIVASUR,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,6,6,11.0,1.8333333333333333
0700328,TUTA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,79,75,129.0,1.6329113924050633
0700137,LA VICTORIA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,32,32,51.0,1.59375
0700253,SANTA ROSA DE VITERBO,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,174,163,263.0,1.5114942528735633
0700190,PAUNA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,206,198,293.0,1.4223300970873787
0700025,BOYACA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,141,135,198.0,1.4042553191489362
0700148,MARIPI,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,63,60,88.0,1.3968253968253967
0700176,OTANCHE,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,237,232,323.0,1.3628691983122363
0700251,SANTA MARIA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,48,47,64.0,1.3333333333333333
0700324,TUNUNGUA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,127,122,160.0,1.2598425196850394
0700173,OICATA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,53,50,66.0,1.2452830188679245
0700289,SUTAMARCHAN,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,66,64,82.0,1.2424242424242424
0700307,TIBASOSA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,263,250,309.0,1.1749049429657794
0700166,NOBSA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,540,519,634.0,1.174074074074074
0700058,COVARACHIA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,46,45,54.0,1.173913043478261
0700322,TOTA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,46,43,53.0,1.1521739130434783
0700100,GARAGOA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,447,427,496.0,1.109619686800895
0700007,ALMEIDA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,93,87,102.0,1.096774193548387
0700181,PAIPA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,466,439,510.0,1.094420600858369
0700078,CHIVOR,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,70,68,76.0,1.0857142857142856
0700184,PAJARITO,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,70,63,73.0,1.042857142857143
0700031,BUENAVISTA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,190,181,196.0,1.0315789473684212
0700249,SAN PABLO DE BORBUR,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,145,143,149.0,1.0275862068965518
0700068,CHIQUIZA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,314,301,318.0,1.0127388535031847
0700109,GUAYATA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,110,108,111.0,1.009090909090909
0700337,VENTAQUEMADA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,318,310,320.0,1.0062893081761006
0700091,FLORESTA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,155,154,154.0,0.9935483870967742
0700304,TIBANA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,163,155,161.0,0.9877300613496932
0700079,DUITAMA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,2640,2466,2566.0,0.9719696969696969
0700265,SIACHOQUE,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,97,87,94.0,0.9690721649484536
0700268,SOATA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,265,250,255.0,0.9622641509433962
0700157,MONGUI,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,137,135,131.0,0.9562043795620438
0700248,SAN MIGUEL DE SEMA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,45,43,41.0,0.9111111111111111
0700037,CALDAS,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,100,98,91.0,0.91
0700070,CHISCAS,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,96,90,85.0,0.8854166666666666
0700121,JENESANO,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,97,94,85.0,0.8762886597938144
0700274,SOCHA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,127,120,111.0,0.8740157480314961
0700061,CUITIVA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,107,99,93.0,0.8691588785046729
0700028,BRICEÑO,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,65,61,56.0,0.8615384615384616
0700235,SAMACA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,159,149,133.0,0.8364779874213837
0700059,CUBARA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,46,46,38.0,0.8260869565217391
0700046,CIENEGA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,145,144,119.0,0.8206896551724138
0700226,SABOYA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,376,342,306.0,0.8138297872340425
0700127,LABRANZAGRANDE,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,52,51,40.0,0.7692307692307693
0700067,CHIQUINQUIRA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,1943,1872,1494.0,0.7689140504374679
0700013,BELEN,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,392,379,290.0,0.7397959183673469
0700160,MONIQUIRA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,397,374,292.0,0.7355163727959698
0700256,SANTA SOFIA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,33,31,23.0,0.696969696969697
0700130,LA CAPILLA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,104,101,72.0,0.6923076923076923
0700106,GUATEQUE,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,853,829,587.0,0.6881594372801876
0700142,MACANAL,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,232,210,157.0,0.6767241379310345
0700118,IZA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,80,80,54.0,0.675
0700220,RAQUIRA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,189,179,127.0,0.671957671957672
0700034,BUSBANZA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,24,23,16.0,0.6666666666666666
0700055,CORRALES,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,161,159,103.0,0.639751552795031
0700139,VILLA DE LEIVA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,406,382,256.0,0.6305418719211823
0700281,SORA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,112,109,69.0,0.6160714285714286
0700088,FIRAVITOBA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,207,204,126.0,0.6086956521739131
0700241,SAN LUIS DE GACENO,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,217,212,132.0,0.6082949308755761
0700214,PUERTO BOYACA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,1169,1114,705.0,0.6030795551753636
0700008,AQUITANIA (PUEBLOVIEJO),CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,213,188,128.0,0.6009389671361502
0700019,BETEITIVA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,93,88,55.0,0.5913978494623656
0700022,BOAVITA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,113,110,66.0,0.584070796460177
0700010,ARCABUCO,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,410,404,237.0,0.5780487804878048
0700340,VIRACACHA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,59,58,34.0,0.576271186440678
0700313,TOCA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,176,171,101.0,0.5738636363636364
0700232,SACHICA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,96,92,55.0,0.5729166666666666
0700077,CHIVATA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,80,77,45.0,0.5625
0700286,SUSACON,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,767,756,430.0,0.560625814863103
0700112,GUICAN,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,74,71,40.0,0.5405405405405406
0700319,TOPAGA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,192,188,100.0,0.5208333333333334
0700217,RAMIRIQUI,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,733,722,374.0,0.5102319236016372
0700001,TUNJA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,6708,6440,3412.0,0.5086463923673226
0700097,GAMEZA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,152,144,76.0,0.5
0700124,JERICO,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,40,38,20.0,0.5
0700277,SOGAMOSO,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,4403,4174,2061.0,0.46808993867817394
0700259,SATIVANORTE,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,101,99,47.0,0.46534653465346537
0700161,MOTAVITA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,202,196,90.0,0.44554455445544555
0700073,CHITA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,86,85,36.0,0.4186046511627907
0700271,SOCOTA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,110,104,46.0,0.41818181818181815
0700085,EL ESPINO,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,79,77,33.0,0.4177215189873418
0700301,TENZA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,162,161,66.0,0.4074074074074074
0700154,MONGUA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,206,199,82.0,0.39805825242718446
0700325,TURMEQUE,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,130,120,50.0,0.38461538461538464
0700282,SORACA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,307,290,118.0,0.38436482084690554
0700049,COMBITA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,347,343,133.0,0.38328530259365995
0700094,GACHANTIVA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,91,86,33.0,0.3626373626373626
0700280,SOMONDOCO,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,224,199,81.0,0.36160714285714285
0700298,TASCO,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,172,167,60.0,0.3488372093023256
0700082,EL COCUY,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,46,42,16.0,0.34782608695652173
0700205,PISBA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,24,24,8.0,0.3333333333333333
0700199,PAZ DE RIO,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,147,139,48.0,0.32653061224489793
0700103,GUACAMAYAS,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,61,59,19.0,0.3114754098360656
0700316,TOGUI,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,217,210,61.0,0.28110599078341014
0700060,CUCAITA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,58,56,16.0,0.27586206896551724
0700040,CAMPOHERMOSO,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,237,233,65.0,0.2742616033755274
0700311,TIPACOQUE,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,238,233,64.0,0.2689075630252101
0700136,LA UVITA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,104,103,27.0,0.25961538461538464
0700331,TUTAZA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,149,145,37.0,0.2483221476510067
0700292,SUTATENZA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,531,523,130.0,0.2448210922787194
0700169,NUEVO COLON,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,308,300,69.0,0.22402597402597402
0700223,RONDON,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,355,347,78.0,0.21971830985915494
0700187,PANQUEBA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,59,57,12.0,0.2033898305084746
0700179,PAEZ,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,339,326,63.0,0.18584070796460178
0700016,BERBEO,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,271,260,47.0,0.17343173431734318
0700151,MIRAFLORES,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,1438,1391,242.0,0.16828929068150209
0700202,PESCA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,771,758,113.0,0.14656290531776914
0700193,PAYA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,29,28,4.0,0.13793103448275862
0700346,ZETAQUIRA,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,878,853,116.0,0.13211845102505695
0700237,SAN EDUARDO,CR-NUEVO LIBERALISMO,122,CR-NUEVO LIBERALISMO,242,236,18.0,0.0743801652892562
0700237,SAN EDUARDO,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,7,7,162.0,23.142857142857142
0700043,CERINZA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,21,19,179.0,8.523809523809524
0700205,PISBA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,9,9,20.0,2.2222222222222223
0700103,GUACAMAYAS,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,11,8,23.0,2.090909090909091
0700346,ZETAQUIRA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,56,53,104.0,1.8571428571428572
0700217,RAMIRIQUI,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,79,75,112.0,1.4177215189873418
0700334,UMBITA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,20,18,26.0,1.3
0700223,RONDON,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,38,35,46.0,1.2105263157894737
0700281,SORA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,48,47,53.0,1.1041666666666667
0700331,TUTAZA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,49,49,53.0,1.0816326530612246
0700176,OTANCHE,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,201,191,216.0,1.0746268656716418
0700178,PACHAVITA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,10,10,10.0,1.0
0700316,TOGUI,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,46,46,45.0,0.9782608695652174
0700249,SAN PABLO DE BORBUR,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,116,112,108.0,0.9310344827586207
0700049,COMBITA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,67,67,61.0,0.9104477611940298
0700064,CHINAVITA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,81,81,71.0,0.8765432098765432
0700247,SAN MATEO,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,72,72,63.0,0.875
0700077,CHIVATA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,50,49,43.0,0.86
0700313,TOCA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,64,62,55.0,0.859375
0700091,FLORESTA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,13,13,11.0,0.8461538461538461
0700215,QUIPAMA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,96,88,80.0,0.8333333333333334
0700328,TUTA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,87,84,72.0,0.8275862068965517
0700082,EL COCUY,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,15,15,12.0,0.8
0700241,SAN LUIS DE GACENO,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,10,10,8.0,0.8
0700076,CHITARAQUE,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,49,47,39.0,0.7959183673469388
0700136,LA UVITA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,29,28,23.0,0.7931034482758621
0700289,SUTAMARCHAN,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,111,109,85.0,0.7657657657657657
0700286,SUSACON,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,9,8,6.0,0.6666666666666666
0700070,CHISCAS,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,43,43,28.0,0.6511627906976745
0700173,OICATA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,67,66,43.0,0.6417910447761194
0700163,MUZO,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,120,114,76.0,0.6333333333333333
0700238,SAN JOSE DE PARE,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,121,118,75.0,0.6198347107438017
0700265,SIACHOQUE,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,77,73,47.0,0.6103896103896104
0700059,CUBARA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,50,48,30.0,0.6
0700127,LABRANZAGRANDE,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,5,5,3.0,0.6
0700187,PANQUEBA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,17,16,10.0,0.5882352941176471
0700283,SOTAQUIRA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,34,31,20.0,0.5882352941176471
0700324,TUNUNGUA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,12,10,7.0,0.5833333333333334
0700078,CHIVOR,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,7,7,4.0,0.5714285714285714
0700181,PAIPA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,467,450,251.0,0.5374732334047109
0700253,SANTA ROSA DE VITERBO,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,162,156,86.0,0.5308641975308642
0700046,CIENEGA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,21,20,11.0,0.5238095238095238
0700013,BELEN,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,95,91,48.0,0.5052631578947369
0700214,PUERTO BOYACA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,1063,1005,535.0,0.5032925682031985
0700251,SANTA MARIA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,8,7,4.0,0.5
0700118,IZA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,150,148,73.0,0.4866666666666667
0700142,MACANAL,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,99,86,48.0,0.48484848484848486
0700148,MARIPI,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,36,35,17.0,0.4722222222222222
0700232,SACHICA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,663,645,312.0,0.47058823529411764
0700268,SOATA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,434,430,203.0,0.46774193548387094
0700007,ALMEIDA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,35,32,16.0,0.45714285714285713
0700151,MIRAFLORES,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,277,271,125.0,0.45126353790613716
0700088,FIRAVITOBA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,185,175,83.0,0.4486486486486487
0700319,TOPAGA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,83,82,37.0,0.4457831325301205
0700010,ARCABUCO,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,54,53,24.0,0.4444444444444444
0700157,MONGUI,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,68,67,30.0,0.4411764705882353
0700226,SABOYA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,233,219,98.0,0.4206008583690987
